Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Printing,SG01RSC04B01CC4,2004Q4,0.0053311,223.799
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2004Q4,0.0256069,970.707
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2004Q4,0.0057319,255.530
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2004Q4,0.0167912,863.217
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2004Q4,0.0207140,1015.738
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2004Q4,0.0043300,215.507
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2004Q4,0.0282182,1306.885
Industry groups,Construction,SG01RSC04B01EE1,2004Q4,0.0518223,2427.763
Industry groups,Wholesale trade,SG01RSC04B01FF1,2004Q4,0.0533618,2525.786
Industry groups,Retail trade,SG01RSC04B01GH1,2004Q4,0.0478461,1929.057
Industry groups,Accommodation services,SG01RSC04B01GH2,2004Q4,0.0203694,906.201
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2004Q4,0.0462901,1987.362
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2004Q4,0.0380300,1259.831
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2004Q4,0.0504845,2351.435
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2004Q4,0.0608121,3133.117
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2004Q4,0.0682954,2580.771
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2004Q4,0.0673878,3247.923
Industry groups,Administrative and support services,SG01RSC04B01MN2,2004Q4,0.0190481,987.533
Industry groups,Local Government administration,SG01RSC04B01OO1,2004Q4,0.0036119,182.404
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2004Q4,0.0337137,1413.718
Industry groups,Education and training,SG01RSC04B01PP1,2004Q4,0.0424717,2282.461
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2004Q4,0.0512439,2390.057
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2004Q4,0.0159121,733.679
Industry groups,Other services,SG01RSC04B01RS2,2004Q4,0.0200284,939.607
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q4,0.0719137,3293.291
Industry groups,Agriculture,SG01RSC04B01AA1,2005Q1,0.0402328,2218.869
Industry groups,Forestry and logging,SG01RSC04B01AA2,2005Q1,0.0051984,248.503
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2005Q1,0.0082272,437.817
Industry groups,Mining,SG01RSC04B01BB1,2005Q1,0.0099164,545.023
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2005Q1,0.0467265,1774.136
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2005Q1,0.0057315,222.033
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2005Q1,0.0146008,539.897
Industry groups,Printing,SG01RSC04B01CC4,2005Q1,0.0053311,223.009
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2005Q1,0.0256069,952.447
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2005Q1,0.0057319,251.279
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2005Q1,0.0167912,854.349
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2005Q1,0.0207140,1030.218
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2005Q1,0.0043300,208.519
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2005Q1,0.0282182,1338.323
Industry groups,Construction,SG01RSC04B01EE1,2005Q1,0.0518223,2458.891
Industry groups,Wholesale trade,SG01RSC04B01FF1,2005Q1,0.0533618,2528.339
Industry groups,Retail trade,SG01RSC04B01GH1,2005Q1,0.0478461,1955.795
Industry groups,Accommodation services,SG01RSC04B01GH2,2005Q1,0.0203694,892.396
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2005Q1,0.0462901,2027.809
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2005Q1,0.0380300,1262.294
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2005Q1,0.0504845,2400.376
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2005Q1,0.0608121,3203.709
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2005Q1,0.0682954,2612.696
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2005Q1,0.0673878,3279.457
Industry groups,Administrative and support services,SG01RSC04B01MN2,2005Q1,0.0190481,998.556
Industry groups,Local Government administration,SG01RSC04B01OO1,2005Q1,0.0036119,187.832
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2005Q1,0.0337137,1416.450
Industry groups,Education and training,SG01RSC04B01PP1,2005Q1,0.0424717,2274.113
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2005Q1,0.0512439,2441.613
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2005Q1,0.0159121,729.138
Industry groups,Other services,SG01RSC04B01RS2,2005Q1,0.0200284,927.958
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q1,0.0719137,3318.305
Industry groups,Agriculture,SG01RSC04B01AA1,2005Q2,0.0327977,2287.937
Industry groups,Forestry and logging,SG01RSC04B01AA2,2005Q2,0.0049636,245.912
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2005Q2,0.0074164,402.740
Industry groups,Mining,SG01RSC04B01BB1,2005Q2,0.0110444,583.782
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2005Q2,0.0476078,1822.093
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2005Q2,0.0051027,215.213
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2005Q2,0.0138743,564.873
Industry groups,Printing,SG01RSC04B01CC4,2005Q2,0.0051491,220.990
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2005Q2,0.0261650,967.034
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2005Q2,0.0058947,258.043
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2005Q2,0.0167765,864.886
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2005Q2,0.0204208,1035.465
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2005Q2,0.0042583,211.042
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2005Q2,0.0296734,1363.088
Industry groups,Construction,SG01RSC04B01EE1,2005Q2,0.0534528,2540.738
Industry groups,Wholesale trade,SG01RSC04B01FF1,2005Q2,0.0515476,2624.503
Industry groups,Retail trade,SG01RSC04B01GH1,2005Q2,0.0475546,1989.156
Industry groups,Accommodation services,SG01RSC04B01GH2,2005Q2,0.0197370,914.479
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2005Q2,0.0461058,2066.304
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2005Q2,0.0370418,1262.420
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2005Q2,0.0487376,2416.252
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2005Q2,0.0638472,3240.344
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2005Q2,0.0691071,2636.263
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2005Q2,0.0696758,3342.438
Industry groups,Administrative and support services,SG01RSC04B01MN2,2005Q2,0.0197455,1013.678
Industry groups,Local Government administration,SG01RSC04B01OO1,2005Q2,0.0035698,191.787
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2005Q2,0.0357956,1455.203
Industry groups,Education and training,SG01RSC04B01PP1,2005Q2,0.0424035,2261.827
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2005Q2,0.0535953,2521.075
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2005Q2,0.0149745,706.182
Industry groups,Other services,SG01RSC04B01RS2,2005Q2,0.0196326,922.885
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q2,0.0723310,3371.600
Industry groups,Agriculture,SG01RSC04B01AA1,2005Q3,0.0327977,2353.897
Industry groups,Forestry and logging,SG01RSC04B01AA2,2005Q3,0.0049636,243.141
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2005Q3,0.0074164,396.972
Industry groups,Mining,SG01RSC04B01BB1,2005Q3,0.0110444,573.921
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2005Q3,0.0476078,1928.550
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2005Q3,0.0051027,207.628
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2005Q3,0.0138743,524.280
Industry groups,Printing,SG01RSC04B01CC4,2005Q3,0.0051491,218.718
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2005Q3,0.0261650,976.086
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2005Q3,0.0058947,250.676
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2005Q3,0.0167765,857.547
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2005Q3,0.0204208,1049.599
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2005Q3,0.0042583,200.235
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2005Q3,0.0296734,1345.778
Industry groups,Construction,SG01RSC04B01EE1,2005Q3,0.0534528,2460.258
Industry groups,Wholesale trade,SG01RSC04B01FF1,2005Q3,0.0515476,2621.064
Industry groups,Retail trade,SG01RSC04B01GH1,2005Q3,0.0475546,2029.299
Industry groups,Accommodation services,SG01RSC04B01GH2,2005Q3,0.0197370,917.978
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2005Q3,0.0461058,2068.538
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2005Q3,0.0370418,1271.143
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2005Q3,0.0487376,2445.964
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2005Q3,0.0638472,3264.393
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2005Q3,0.0691071,2657.208
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2005Q3,0.0696758,3366.405
Industry groups,Administrative and support services,SG01RSC04B01MN2,2005Q3,0.0197455,1027.920
Industry groups,Local Government administration,SG01RSC04B01OO1,2005Q3,0.0035698,192.092
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2005Q3,0.0357956,1479.931
Industry groups,Education and training,SG01RSC04B01PP1,2005Q3,0.0424035,2248.766
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2005Q3,0.0535953,2526.116
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2005Q3,0.0149745,713.334
Industry groups,Other services,SG01RSC04B01RS2,2005Q3,0.0196326,916.452
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q3,0.0723310,3377.120
Industry groups,Agriculture,SG01RSC04B01AA1,2005Q4,0.0327977,2351.526
Industry groups,Forestry and logging,SG01RSC04B01AA2,2005Q4,0.0049636,245.776
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2005Q4,0.0074164,408.415
Industry groups,Mining,SG01RSC04B01BB1,2005Q4,0.0110444,572.619
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2005Q4,0.0476078,1796.210
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2005Q4,0.0051027,215.899
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2005Q4,0.0138743,533.906
Industry groups,Printing,SG01RSC04B01CC4,2005Q4,0.0051491,215.630
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2005Q4,0.0261650,956.449
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2005Q4,0.0058947,247.693
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2005Q4,0.0167765,852.859
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2005Q4,0.0204208,1005.878
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2005Q4,0.0042583,200.066
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2005Q4,0.0296734,1344.100
Industry groups,Construction,SG01RSC04B01EE1,2005Q4,0.0534528,2506.369
Industry groups,Wholesale trade,SG01RSC04B01FF1,2005Q4,0.0515476,2580.961
Industry groups,Retail trade,SG01RSC04B01GH1,2005Q4,0.0475546,2030.463
Industry groups,Accommodation services,SG01RSC04B01GH2,2005Q4,0.0197370,931.468
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2005Q4,0.0461058,1999.426
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2005Q4,0.0370418,1277.901
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2005Q4,0.0487376,2463.640
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2005Q4,0.0638472,3285.547
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2005Q4,0.0691071,2684.196
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2005Q4,0.0696758,3380.997
Industry groups,Administrative and support services,SG01RSC04B01MN2,2005Q4,0.0197455,1038.080
Industry groups,Local Government administration,SG01RSC04B01OO1,2005Q4,0.0035698,193.477
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2005Q4,0.0357956,1490.989
Industry groups,Education and training,SG01RSC04B01PP1,2005Q4,0.0424035,2234.934
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2005Q4,0.0535953,2556.607
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2005Q4,0.0149745,728.521
Industry groups,Other services,SG01RSC04B01RS2,2005Q4,0.0196326,915.040
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q4,0.0723310,3398.450
Industry groups,Agriculture,SG01RSC04B01AA1,2006Q1,0.0327977,2480.386
Industry groups,Forestry and logging,SG01RSC04B01AA2,2006Q1,0.0049636,243.648
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2006Q1,0.0074164,388.871
Industry groups,Mining,SG01RSC04B01BB1,2006Q1,0.0110444,597.029
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2006Q1,0.0476078,1870.438
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2006Q1,0.0051027,218.868
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2006Q1,0.0138743,538.969
Industry groups,Printing,SG01RSC04B01CC4,2006Q1,0.0051491,214.245
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2006Q1,0.0261650,934.204
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2006Q1,0.0058947,249.174
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2006Q1,0.0167765,847.930
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2006Q1,0.0204208,1005.669
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2006Q1,0.0042583,216.605
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2006Q1,0.0296734,1340.356
Industry groups,Construction,SG01RSC04B01EE1,2006Q1,0.0534528,2631.762
Industry groups,Wholesale trade,SG01RSC04B01FF1,2006Q1,0.0515476,2625.748
Industry groups,Retail trade,SG01RSC04B01GH1,2006Q1,0.0475546,2034.944
Industry groups,Accommodation services,SG01RSC04B01GH2,2006Q1,0.0197370,936.186
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2006Q1,0.0461058,1991.488
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2006Q1,0.0370418,1275.461
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2006Q1,0.0487376,2493.669
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2006Q1,0.0638472,3306.151
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2006Q1,0.0691071,2716.932
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2006Q1,0.0696758,3412.103
Industry groups,Administrative and support services,SG01RSC04B01MN2,2006Q1,0.0197455,1039.510
Industry groups,Local Government administration,SG01RSC04B01OO1,2006Q1,0.0035698,193.537
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2006Q1,0.0357956,1534.429
Industry groups,Education and training,SG01RSC04B01PP1,2006Q1,0.0424035,2220.334
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2006Q1,0.0535953,2570.495
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2006Q1,0.0149745,762.666
Industry groups,Other services,SG01RSC04B01RS2,2006Q1,0.0196326,925.070
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q1,0.0723310,3441.942
Industry groups,Agriculture,SG01RSC04B01AA1,2006Q2,0.0359382,2486.716
Industry groups,Forestry and logging,SG01RSC04B01AA2,2006Q2,0.0058351,253.626
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2006Q2,0.0080651,399.074
Industry groups,Mining,SG01RSC04B01BB1,2006Q2,0.0119248,544.439
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2006Q2,0.0456749,1902.646
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2006Q2,0.0041415,220.426
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2006Q2,0.0126582,530.663
Industry groups,Printing,SG01RSC04B01CC4,2006Q2,0.0046222,199.601
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2006Q2,0.0209754,921.612
